StateCode,StandardComponentId,TwoParentFamilyMaxDependentsRule,SingleParentFamilyMaxDependentsRule,DependentMaximumAgRule,ChildrenOnlyContractMaxChildrenRule,DomesticPartnerAsSpouseIndicator,SameSexPartnerAsSpouseIndicator,MinimumTobaccoFreeMonthsRule,MarketCoverage,DentalOnlyPlan
GA,83502GA0010007,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
GA,83502GA0010008,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
GA,83502GA0010009,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
GA,83502GA0010010,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
GA,83502GA0010011,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
GA,83502GA0010012,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
GA,83502GA0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
GA,83502GA0020002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
GA,83502GA0020003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
GA,83502GA0020004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
GA,83502GA0020005,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
GA,83502GA0020006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
GA,83761GA0040001,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040002,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040003,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040004,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040005,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040006,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040007,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040008,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040009,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040010,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040011,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040012,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040013,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040014,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040015,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040016,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0040017,3 or more,3 or more,25,1,No,No,6,Individual,No
GA,83761GA0050019,3 or more,3 or more,25,1,No,No,6,SHOP (Small Group),No
GA,83761GA0050020,3 or more,3 or more,25,1,No,No,6,SHOP (Small Group),No
GA,83761GA0050021,3 or more,3 or more,25,1,No,No,6,SHOP (Small Group),No
GA,83761GA0050022,3 or more,3 or more,25,1,No,No,6,SHOP (Small Group),No
GA,86637GA0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
GA,86637GA0010002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
GA,86637GA0010004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
GA,86637GA0010006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
GA,86637GA0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
GA,86637GA0020002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
GA,86637GA0020004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
GA,86637GA0020006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
GA,89942GA0050002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,89942GA0050003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,89942GA0050004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,89942GA0050005,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,89942GA0050006,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,89942GA0050007,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,89942GA0050008,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,89942GA0050009,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,89942GA0050010,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,89942GA0050012,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,89942GA0060002,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
GA,89942GA0060003,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
GA,89942GA0060004,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
GA,89942GA0060005,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
GA,89942GA0060006,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
GA,89942GA0060007,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
GA,89942GA0060008,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
GA,89942GA0060009,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
GA,89942GA0060010,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
GA,89942GA0060011,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
GA,89942GA0060012,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
GA,89942GA0060013,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
GA,93332GA0710001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710006,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710007,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710015,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710016,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710017,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710018,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710020,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710021,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710039,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710040,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710041,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710042,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710043,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710044,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710045,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710046,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710047,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0710048,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0720001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0720002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0720004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0720006,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,93332GA0720007,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
GA,98239GA0010001,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
GA,98239GA0010002,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
GA,98239GA0010003,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
GA,98239GA0010004,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
GA,98239GA0010005,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,10064IN0050001,3 or more,3 or more,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,10064IN0050002,3 or more,3 or more,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,17575IN0700020,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IN,17575IN0700021,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IN,17575IN0700023,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IN,17575IN0700024,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IN,17575IN0700025,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IN,17575IN0700026,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IN,17575IN0700027,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IN,17575IN0700028,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IN,17575IN0700029,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IN,17575IN0720008,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),No
IN,17575IN0720009,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),No
IN,17575IN0720010,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),No
IN,17575IN0720011,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),No
IN,17575IN0730003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),No
IN,17575IN0760002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IN,17575IN0830003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,28856IN0180001,3 or more,3 or more,24,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,28856IN0180002,3 or more,3 or more,24,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,28856IN0180003,3 or more,3 or more,24,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,28856IN0180004,3 or more,3 or more,24,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,28856IN0190001,3 or more,3 or more,24,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,28856IN0190002,3 or more,3 or more,24,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,28856IN0190003,3 or more,3 or more,24,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,28856IN0190004,3 or more,3 or more,24,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,28856IN0200001,3 or more,3 or more,24,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,28856IN0200002,3 or more,3 or more,24,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,28856IN0200003,3 or more,3 or more,24,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,28856IN0200004,3 or more,3 or more,24,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,35065IN0010002,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0010004,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0010007,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0010008,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0010009,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0010012,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0020016,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0020017,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0030002,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0030004,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0030007,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0030008,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0030009,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0030012,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0030013,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0030014,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0030015,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0030016,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,35065IN0030017,3 or more,3 or more,25,1,No,No,6,Individual,No
IN,36373IN0020001,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
IN,36373IN0020002,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
IN,36373IN0020003,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
IN,36373IN0020004,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
IN,36373IN0020005,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
IN,36373IN0020006,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
IN,36373IN0020007,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
IN,50816IN0200001,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
IN,50816IN0200004,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
IN,50816IN0200007,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
IN,50816IN0200010,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
IN,50816IN0200013,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
IN,50816IN0200016,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
IN,50816IN0200022,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
IN,50816IN0200025,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
IN,51303IN0010001,3 or more,3 or more,Not Applicable,3 or more,No,No,Not Applicable,Individual,Yes
IN,51303IN0010002,3 or more,3 or more,Not Applicable,3 or more,No,No,Not Applicable,Individual,Yes
IN,51303IN0020001,3 or more,3 or more,Not Applicable,3 or more,No,No,Not Applicable,Individual,Yes
IN,51303IN0020002,3 or more,3 or more,Not Applicable,3 or more,No,No,Not Applicable,Individual,Yes
IN,51303IN0030001,3 or more,3 or more,Not Applicable,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
IN,51303IN0030002,3 or more,3 or more,Not Applicable,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
IN,51303IN0040001,3 or more,3 or more,Not Applicable,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
IN,51303IN0040002,3 or more,3 or more,Not Applicable,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
IN,54192IN0010001,3 or more,3 or more,28,3 or more,Yes,Yes,6,Individual,No
IN,54192IN0010002,3 or more,3 or more,28,3 or more,Yes,Yes,6,Individual,No
IN,54192IN0010003,3 or more,3 or more,28,3 or more,Yes,Yes,6,Individual,No
IN,54192IN0010004,3 or more,3 or more,28,3 or more,Yes,Yes,6,Individual,No
IN,54192IN0010005,3 or more,3 or more,28,3 or more,Yes,Yes,6,Individual,No
IN,54192IN0010006,3 or more,3 or more,28,3 or more,Yes,Yes,6,Individual,No
IN,54192IN0020001,3 or more,3 or more,28,3 or more,Yes,Yes,6,Individual,No
IN,54192IN0020002,3 or more,3 or more,28,3 or more,Yes,Yes,6,Individual,No
IN,54192IN0020003,3 or more,3 or more,28,3 or more,Yes,Yes,6,Individual,No
IN,54192IN0020004,3 or more,3 or more,28,3 or more,Yes,Yes,6,Individual,No
IN,54192IN0020005,3 or more,3 or more,28,3 or more,Yes,Yes,6,Individual,No
IN,54192IN0020006,3 or more,3 or more,28,3 or more,Yes,Yes,6,Individual,No
IN,56340IN0010001,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,56340IN0010002,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,56340IN0010003,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,56340IN0010004,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,56340IN0010005,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,56340IN0010006,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,56340IN0010007,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,56340IN0010008,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IN,57874IN0040001,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,Yes
IN,57874IN0040002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,Yes
IN,57874IN0050001,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,Yes
IN,57874IN0050002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,Yes
IN,62033IN0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,6,Individual,No
IN,62033IN0010002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,6,Individual,No
IN,62033IN0010003,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,6,Individual,No
IN,62033IN0010004,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,6,Individual,No
IN,62033IN0010005,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,6,Individual,No
LA,33001LA0010006,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,33001LA0010007,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,33001LA0010008,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,33001LA0010009,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,33001LA0010010,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,38499LA0030001,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
LA,38499LA0030002,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
LA,38499LA0030003,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
LA,38499LA0030004,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
LA,38499LA0030005,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
LA,38499LA0030006,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
LA,38499LA0030007,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
LA,38499LA0030008,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
LA,38499LA0030009,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
LA,38499LA0030010,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
LA,38499LA0030011,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
LA,42544LA0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
LA,42544LA0010004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
LA,42544LA0010006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
LA,42544LA0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,42544LA0020004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
NC,25741NC0080002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
NC,36256NC0010001,3 or more,3 or more,Not Applicable,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
NC,36256NC0010002,3 or more,3 or more,Not Applicable,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
NC,37576NC0010007,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
NC,37576NC0010009,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
NC,37576NC0020007,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,44965LA0580007,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
LA,44965LA0590001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
LA,46441LA0010001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,46441LA0010002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,46441LA0010003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,46441LA0010004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,46441LA0010005,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,46441LA0010006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,46441LA0010007,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,46441LA0010008,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,58302LA0030001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,58302LA0030002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,65168LA0030001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,65168LA0030002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
LA,67202LA0010001,3 or more,3 or more,26,3 or more,No,No,6,Individual,No
LA,67202LA0010002,3 or more,3 or more,26,3 or more,No,No,6,Individual,No
LA,67202LA0010003,3 or more,3 or more,26,3 or more,No,No,6,Individual,No
LA,67202LA0010004,3 or more,3 or more,26,3 or more,No,No,6,Individual,No
LA,67202LA0010005,3 or more,3 or more,26,3 or more,No,No,6,Individual,No
LA,67202LA0030001,3 or more,3 or more,26,3 or more,No,No,6,SHOP (Small Group),No
MO,29416MO0010011,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
MO,29416MO0010012,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
MO,29416MO0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
MO,29416MO0020002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
MO,29416MO0020003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
MO,29416MO0020004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
MO,29416MO0020005,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
MO,29416MO0020006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
MO,30613MO0560001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
MO,30613MO0570001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
